english,chinese,social,total,count
8,12,13,33,135
8,12,14,34,103
8,12,15,35,58
8,13,2,23,5
8,13,3,24,33
8,13,4,25,72
8,13,5,26,98
8,13,6,27,109
8,13,7,28,113
8,13,8,29,121
8,13,9,30,125
8,13,10,31,123
8,13,11,32,123
8,13,12,33,111
8,13,13,34,101
8,13,14,35,77
8,13,15,36,44
8,14,2,24,2
8,14,3,25,17
8,14,4,26,37
8,14,5,27,51
8,14,6,28,56
8,14,7,29,58
8,14,8,30,62
8,14,9,31,64
8,14,10,32,63
8,14,11,33,63
8,14,12,34,57
8,14,13,35,52
8,14,14,36,39
8,14,15,37,22
8,15,2,25,1
8,15,3,26,6
8,15,4,27,14
8,15,5,28,19
8,15,6,29,21
8,15,7,30,22
8,15,8,31,24
8,15,9,32,24
8,15,10,33,24
8,15,11,34,24
8,15,12,35,22
8,15,13,36,20
8,15,14,37,15
8,15,15,38,9
9,2,3,14,1
9,2,4,15,3
9,2,5,16,4
9,2,6,17,4
9,2,7,18,4
9,2,8,19,4
9,2,9,20,5
9,2,10,21,5
9,2,11,22,5
9,2,12,23,4
9,2,13,24,4
9,2,14,25,3
9,2,15,26,2
9,3,3,15,2
9,3,4,16,4
9,3,5,17,6
9,3,6,18,6
9,3,7,19,7
9,3,8,20,7
9,3,9,21,7
9,3,10,22,7
9,3,11,23,7
9,3,12,24,7
9,3,13,25,6
9,3,14,26,5
9,3,15,27,3
9,4,3,16,3
9,4,4,17,6
9,4,5,18,8
9,4,6,19,9
9,4,7,20,10
9,4,8,21,10
9,4,9,22,11
9,4,10,23,10
9,4,11,24,10
9,4,12,25,9
9,4,13,26,9
9,4,14,27,6
9,4,15,28,4
9,5,2,16,1
9,5,3,17,4
9,5,4,18,9
9,5,5,19,12
9,5,6,20,14
9,5,7,21,14
9,5,8,22,15
9,5,9,23,16
9,5,10,24,15
9,5,11,25,15
9,5,12,26,14
9,5,13,27,13
9,5,14,28,10
9,5,15,29,5
9,6,2,17,1
9,6,3,18,6
9,6,4,19,14
9,6,5,20,19
9,6,6,21,21
9,6,7,22,21
9,6,8,23,23
9,6,9,24,24
9,6,10,25,23
9,6,11,26,23
9,6,12,27,21
9,6,13,28,19
9,6,14,29,15
9,6,15,30,8
9,7,2,18,1
9,7,3,19,10
9,7,4,20,22
9,7,5,21,30
9,7,6,22,33
9,7,7,23,34
9,7,8,24,37
9,7,9,25,38
9,7,10,26,37
9,7,11,27,37
9,7,12,28,34
9,7,13,29,31
9,7,14,30,23
9,7,15,31,13
9,8,2,19,2
9,8,3,20,16
9,8,4,21,34
9,8,5,22,47
9,8,6,23,52
9,8,7,24,54
9,8,8,25,57
9,8,9,26,59
9,8,10,27,58
9,8,11,28,58
9,8,12,29,53
9,8,13,30,48
9,8,14,31,36
9,8,15,32,21
9,9,2,20,3
9,9,3,21,25
9,9,4,22,55
9,9,5,23,75
9,9,6,24,83
9,9,7,25,87
9,9,8,26,92
9,9,9,27,95
9,9,10,28,94
9,9,11,29,94
9,9,12,30,85
9,9,13,31,77
9,9,14,32,59
9,9,15,33,33
9,10,2,21,5
9,10,3,22,37
9,10,4,23,80
9,10,5,24,109
9,10,6,25,121
9,10,7,26,126
9,10,8,27,134
9,10,9,28,138
9,10,10,29,136
9,10,11,30,136
9,10,12,31,123
9,10,13,32,112
9,10,14,33,85
9,10,15,34,48
9,11,2,22,6
9,11,3,23,43
9,11,4,24,93
9,11,5,25,127
9,11,6,26,141
9,11,7,27,147
9,11,8,28,156
9,11,9,29,161
9,11,10,30,159
9,11,11,31,159
9,11,12,32,144
9,11,13,33,131
9,11,14,34,99
9,11,15,35,57
9,12,2,23,6
9,12,3,24,42
9,12,4,25,92
9,12,5,26,126
9,12,6,27,140
9,12,7,28,145
9,12,8,29,155
9,12,9,30,160
9,12,10,31,157
9,12,11,32,157
9,12,12,33,142
9,12,13,34,129
9,12,14,35,98
9,12,15,36,56
9,13,2,24,4
9,13,3,25,32
9,13,4,26,69
9,13,5,27,94
9,13,6,28,105
9,13,7,29,109
9,13,8,30,115
9,13,9,31,119
9,13,10,32,118
9,13,11,33,117
9,13,12,34,106
9,13,13,35,97
9,13,14,36,73
9,13,15,37,42
9,14,2,25,2
9,14,3,26,16
9,14,4,27,35
9,14,5,28,48
9,14,6,29,54
9,14,7,30,56
9,14,8,31,59
9,14,9,32,61
9,14,10,33,61
9,14,11,34,60
9,14,12,35,55
9,14,13,36,50
9,14,14,37,38
9,14,15,38,21
9,15,2,26,1
9,15,3,27,6
9,15,4,28,13
9,15,5,29,18
9,15,6,30,20
9,15,7,31,21
9,15,8,32,23
9,15,9,33,23
9,15,10,34,23
9,15,11,35,23
9,15,12,36,21
9,15,13,37,19
9,15,14,38,14
9,15,15,39,8
10,2,3,15,1
10,2,4,16,2
10,2,5,17,3
10,2,6,18,4
10,2,7,19,4
10,2,8,20,4
10,2,9,21,4
10,2,10,22,4
10,2,11,23,4
10,2,12,24,4
10,2,13,25,3
10,2,14,26,3
10,2,15,27,1
10,3,3,16,2
10,3,4,17,4
10,3,5,18,5
10,3,6,19,6
10,3,7,20,6
10,3,8,21,7
10,3,9,22,7
10,3,10,23,7
10,3,11,24,7
10,3,12,25,6
10,3,13,26,6
10,3,14,27,4
10,3,15,28,2
10,4,3,17,3
10,4,4,18,6
10,4,5,19,8
10,4,6,20,9
10,4,7,21,9
10,4,8,22,9
10,4,9,23,10
10,4,10,24,10
10,4,11,25,10
10,4,12,26,9
10,4,13,27,8
10,4,14,28,6
10,4,15,29,3
10,5,2,17,1
10,5,3,18,4
10,5,4,19,8
10,5,5,20,11
10,5,6,21,13
10,5,7,22,13
10,5,8,23,14
10,5,9,24,15
10,5,10,25,14
10,5,11,26,14
10,5,12,27,13
10,5,13,28,12
10,5,14,29,9
10,5,15,30,5
10,6,2,18,1
10,6,3,19,6
10,6,4,20,13
10,6,5,21,17
10,6,6,22,19
10,6,7,23,20
10,6,8,24,21
10,6,9,25,22
10,6,10,26,21
10,6,11,27,21
10,6,12,28,19
10,6,13,29,18
10,6,14,30,13
10,6,15,31,8
10,7,2,19,1
10,7,3,20,9
10,7,4,21,20
10,7,5,22,28
10,7,6,23,31
10,7,7,24,32
10,7,8,25,34
10,7,9,26,35
10,7,10,27,34
10,7,11,28,34
10,7,12,29,31
10,7,13,30,28
10,7,14,31,22
10,7,15,32,12
10,8,2,20,2
10,8,3,21,14
10,8,4,22,32
10,8,5,23,43
10,8,6,24,48
10,8,7,25,50
10,8,8,26,53
10,8,9,27,55
10,8,10,28,54
10,8,11,29,54
10,8,12,30,49
10,8,13,31,44
10,8,14,32,34
10,8,15,33,19
10,9,2,21,3
10,9,3,22,23
10,9,4,23,51
10,9,5,24,69
10,9,6,25,77
10,9,7,26,80
10,9,8,27,85
10,9,9,28,88
10,9,10,29,87
10,9,11,30,87
10,9,12,31,78
10,9,13,32,71
10,9,14,33,54
10,9,15,34,31
10,10,2,22,5
10,10,3,23,34
10,10,4,24,74
10,10,5,25,101
10,10,6,26,112
10,10,7,27,116
10,10,8,28,124
10,10,9,29,128
10,10,10,30,126
10,10,11,31,126
10,10,12,32,114
10,10,13,33,104
10,10,14,34,79
10,10,15,35,45
10,11,2,23,5
10,11,3,24,39
10,11,4,25,86
10,11,5,26,118
10,11,6,27,131
10,11,7,28,136
10,11,8,29,144
10,11,9,30,149
10,11,10,31,147
10,11,11,32,147
10,11,12,33,133
10,11,13,34,121
10,11,14,35,92
10,11,15,36,52
10,12,2,24,5
10,12,3,25,39
10,12,4,26,85
10,12,5,27,116
10,12,6,28,129
10,12,7,29,134
10,12,8,30,143
10,12,9,31,148
10,12,10,32,146
10,12,11,33,145
10,12,12,34,131
10,12,13,35,120
10,12,14,36,91
10,12,15,37,52
10,13,2,25,4
10,13,3,26,29
10,13,4,27,64
10,13,5,28,87
10,13,6,29,97
10,13,7,30,100
10,13,8,31,107
10,13,9,32,110
10,13,10,33,109
10,13,11,34,109
10,13,12,35,98
10,13,13,36,89
10,13,14,37,68
10,13,15,38,39
10,14,2,26,2
10,14,3,27,15
10,14,4,28,33
10,14,5,29,45
10,14,6,30,50
10,14,7,31,52
10,14,8,32,55
10,14,9,33,57
10,14,10,34,56
10,14,11,35,56
10,14,12,36,51
10,14,13,37,46
10,14,14,38,35
10,14,15,39,20
10,15,2,27,1
10,15,3,28,6
10,15,4,29,12
10,15,5,30,17
10,15,6,31,19
10,15,7,32,20
10,15,8,33,21
10,15,9,34,22
10,15,10,35,21
10,15,11,36,21
10,15,12,37,19
10,15,13,38,17
10,15,14,39,13
10,15,15,40,8
11,2,3,16,1
11,2,4,17,2
11,2,5,18,3
11,2,6,19,4
11,2,7,20,4
11,2,8,21,4
11,2,9,22,4
11,2,10,23,4
11,2,11,24,4
11,2,12,25,4
11,2,13,26,3
11,2,14,27,3
11,2,15,28,1
11,3,3,17,2
11,3,4,18,4
11,3,5,19,5
11,3,6,20,6
11,3,7,21,6
11,3,8,22,7
11,3,9,23,7
11,3,10,24,7
11,3,11,25,7
11,3,12,26,6
11,3,13,27,5
11,3,14,28,4
11,3,15,29,2
11,4,3,18,3
11,4,4,19,6
11,4,5,20,8
11,4,6,21,8
11,4,7,22,9
11,4,8,23,9
11,4,9,24,10
11,4,10,25,10
11,4,11,26,10
11,4,12,27,9
11,4,13,28,8
11,4,14,29,6
11,4,15,30,3
11,5,2,18,1
11,5,3,19,4
11,5,4,20,8
11,5,5,21,11
11,5,6,22,13
11,5,7,23,13
11,5,8,24,14
11,5,9,25,14
11,5,10,26,14
11,5,11,27,14
11,5,12,28,13
11,5,13,29,12
11,5,14,30,9
11,5,15,31,5
11,6,2,19,1
11,6,3,20,6
11,6,4,21,13
11,6,5,22,17
11,6,6,23,19
11,6,7,24,20
11,6,8,25,21
11,6,9,26,22
11,6,10,27,21
11,6,11,28,21
11,6,12,29,19
11,6,13,30,18
11,6,14,31,13
11,6,15,32,8
11,7,2,20,1
11,7,3,21,9
11,7,4,22,20
11,7,5,23,27
11,7,6,24,30
11,7,7,25,32
11,7,8,26,34
11,7,9,27,35
11,7,10,28,34
11,7,11,29,34
11,7,12,30,31
11,7,13,31,28
11,7,14,32,21
11,7,15,33,12
11,8,2,21,2
11,8,3,22,14
11,8,4,23,31
11,8,5,24,43
11,8,6,25,47
11,8,7,26,49
11,8,8,27,52
11,8,9,28,54
11,8,10,29,53
11,8,11,30,53
11,8,12,31,48
11,8,13,32,44
11,8,14,33,33
11,8,15,34,19
11,9,2,22,3
11,9,3,23,23
11,9,4,24,50
11,9,5,25,69
11,9,6,26,77
11,9,7,27,80
11,9,8,28,85
11,9,9,29,87
11,9,10,30,86
11,9,11,31,86
11,9,12,32,78
11,9,13,33,71
11,9,14,34,54
11,9,15,35,31
11,10,2,23,5
11,10,3,24,34
11,10,4,25,73
11,10,5,26,100
11,10,6,27,111
11,10,7,28,116
11,10,8,29,123
11,10,9,30,127
11,10,10,31,125
11,10,11,32,125
11,10,12,33,113
11,10,13,34,103
11,10,14,35,78
11,10,15,36,44
11,11,2,24,5
11,11,3,25,39
11,11,4,26,86
11,11,5,27,117
11,11,6,28,130
11,11,7,29,135
11,11,8,30,143
11,11,9,31,148
11,11,10,32,146
11,11,11,33,146
11,11,12,34,132
11,11,13,35,120
11,11,14,36,91
11,11,15,37,52
11,12,2,25,5
11,12,3,26,39
11,12,4,27,85
11,12,5,28,116
11,12,6,29,128
11,12,7,30,133
11,12,8,31,142
11,12,9,32,147
11,12,10,33,145
11,12,11,34,144
11,12,12,35,131
11,12,13,36,119
11,12,14,37,90
11,12,15,38,51
11,13,2,26,4
11,13,3,27,29
11,13,4,28,63
11,13,5,29,86
11,13,6,30,96
11,13,7,31,100
11,13,8,32,106
11,13,9,33,110
11,13,10,34,108
11,13,11,35,108
11,13,12,36,98
11,13,13,37,89
11,13,14,38,67
11,13,15,39,38
11,14,2,27,2
11,14,3,28,15
11,14,4,29,33
11,14,5,30,44
11,14,6,31,49
11,14,7,32,51
11,14,8,33,55
11,14,9,34,56
11,14,10,35,56
11,14,11,36,55
11,14,12,37,50
11,14,13,38,46
11,14,14,39,35
11,14,15,40,20
11,15,2,28,1
11,15,3,29,6
11,15,4,30,12
11,15,5,31,17
11,15,6,32,19
11,15,7,33,19
11,15,8,34,21
11,15,9,35,21
11,15,10,36,21
11,15,11,37,21
11,15,12,38,19
11,15,13,39,17
11,15,14,40,13
11,15,15,41,7
12,2,3,17,1
12,2,4,18,2
12,2,5,19,3
12,2,6,20,4
12,2,7,21,4
12,2,8,22,4
12,2,9,23,4
12,2,10,24,4
12,2,11,25,4
12,2,12,26,4
12,2,13,27,3
12,2,14,28,3
12,2,15,29,1
12,3,3,18,2
12,3,4,19,4
12,3,5,20,5
12,3,6,21,6
12,3,7,22,6
12,3,8,23,6
12,3,9,24,7
12,3,10,25,6
12,3,11,26,6
12,3,12,27,6
12,3,13,28,5
12,3,14,29,4
12,3,15,30,2
12,4,3,19,2
12,4,4,20,5
12,4,5,21,7
12,4,6,22,8
12,4,7,23,9
12,4,8,24,9
12,4,9,25,9
12,4,10,26,9
12,4,11,27,9
12,4,12,28,8
12,4,13,29,8
12,4,14,30,6
12,4,15,31,3
12,5,2,19,1
12,5,3,20,4
12,5,4,21,8
12,5,5,22,11
12,5,6,23,12
12,5,7,24,13
12,5,8,25,13
12,5,9,26,14
12,5,10,27,14
12,5,11,28,14
12,5,12,29,12
12,5,13,30,11
12,5,14,31,9
12,5,15,32,5
12,6,2,20,1
12,6,3,21,6
12,6,4,22,12
12,6,5,23,16
12,6,6,24,18
12,6,7,25,19
12,6,8,26,20
12,6,9,27,21
12,6,10,28,21
12,6,11,29,21
12,6,12,30,19
12,6,13,31,17
12,6,14,32,13
12,6,15,33,7
12,7,2,21,1
12,7,3,22,9
12,7,4,23,19
12,7,5,24,26
12,7,6,25,29
12,7,7,26,30
12,7,8,27,32
12,7,9,28,33
12,7,10,29,33
12,7,11,30,33
12,7,12,31,30
12,7,13,32,27
12,7,14,33,21
12,7,15,34,12
12,8,2,22,2
12,8,3,23,14
12,8,4,24,30
12,8,5,25,41
12,8,6,26,46
12,8,7,27,48
12,8,8,28,51
12,8,9,29,52
12,8,10,30,52
12,8,11,31,51
12,8,12,32,47
12,8,13,33,42
12,8,14,34,32
12,8,15,35,18
12,9,2,23,3
12,9,3,24,22
12,9,4,25,49
12,9,5,26,67
12,9,6,27,74
12,9,7,28,77
12,9,8,29,82
12,9,9,30,84
12,9,10,31,83
12,9,11,32,83
12,9,12,33,75
12,9,13,34,68
12,9,14,35,52
12,9,15,36,30
12,10,2,24,4
12,10,3,25,32
12,10,4,26,71
12,10,5,27,97
12,10,6,28,107
12,10,7,29,112
12,10,8,30,119
12,10,9,31,123
12,10,10,32,121
12,10,11,33,121
12,10,12,34,109
12,10,13,35,99
12,10,14,36,75
12,10,15,37,43
12,11,2,25,5
12,11,3,26,38
12,11,4,27,83
12,11,5,28,113
12,11,6,29,125
12,11,7,30,130
12,11,8,31,138
12,11,9,32,143
12,11,10,33,141
12,11,11,34,141
12,11,12,35,127
12,11,13,36,116
12,11,14,37,88
12,11,15,38,50
12,12,2,26,5
12,12,3,27,37
12,12,4,28,82
12,12,5,29,112
12,12,6,30,124
12,12,7,31,129
12,12,8,32,137
12,12,9,33,141
12,12,10,34,139
12,12,11,35,139
12,12,12,36,126
12,12,13,37,115
12,12,14,38,87
12,12,15,39,50
12,13,2,27,4
12,13,3,28,28
12,13,4,29,61
12,13,5,30,83
12,13,6,31,93
12,13,7,32,96
12,13,8,33,102
12,13,9,34,106
12,13,10,35,104
12,13,11,36,104
12,13,12,37,94
12,13,13,38,86
12,13,14,39,65
12,13,15,40,37
12,14,2,28,2
12,14,3,29,14
12,14,4,30,31
12,14,5,31,43
12,14,6,32,48
12,14,7,33,49
12,14,8,34,53
12,14,9,35,54
12,14,10,36,54
12,14,11,37,53
12,14,12,38,48
12,14,13,39,44
12,14,14,40,33
12,14,15,41,19
12,15,2,29,1
12,15,3,30,5
12,15,4,31,12
12,15,5,32,16
12,15,6,33,18
12,15,7,34,19
12,15,8,35,20
12,15,9,36,21
12,15,10,37,20
12,15,11,38,20
12,15,12,39,18
12,15,13,40,17
12,15,14,41,13
12,15,15,42,7
13,2,3,18,1
13,2,4,19,2
13,2,5,20,3
13,2,6,21,3
13,2,7,22,3
13,2,8,23,4
13,2,9,24,4
13,2,10,25,4
13,2,11,26,4
13,2,12,27,3
13,2,13,28,3
13,2,14,29,2
13,2,15,30,1
13,3,3,19,2
13,3,4,20,3
13,3,5,21,5
13,3,6,22,5
13,3,7,23,5
13,3,8,24,6
13,3,9,25,6
13,3,10,26,6
13,3,11,27,6
13,3,12,28,5
13,3,13,29,5
13,3,14,30,4
13,3,15,31,2
13,4,3,20,2
13,4,4,21,5
13,4,5,22,7
13,4,6,23,7
13,4,7,24,8
13,4,8,25,8
13,4,9,26,8
13,4,10,27,8
13,4,11,28,8
13,4,12,29,8
13,4,13,30,7
13,4,14,31,5
13,4,15,32,3
13,5,3,21,3
13,5,4,22,7
13,5,5,23,10
13,5,6,24,11
13,5,7,25,11
13,5,8,26,12
13,5,9,27,13
13,5,10,28,12
13,5,11,29,12
13,5,12,30,11
13,5,13,31,10
13,5,14,32,8
13,5,15,33,4
13,6,2,21,1
13,6,3,22,5
13,6,4,23,11
13,6,5,24,15
13,6,6,25,17
13,6,7,26,17
13,6,8,27,18
13,6,9,28,19
13,6,10,29,19
13,6,11,30,19
13,6,12,31,17
13,6,13,32,15
13,6,14,33,12
13,6,15,34,7
13,7,2,22,1
13,7,3,23,8
13,7,4,24,18
13,7,5,25,24
13,7,6,26,27
13,7,7,27,28
13,7,8,28,29
13,7,9,29,30
13,7,10,30,30
13,7,11,31,30
13,7,12,32,27
13,7,13,33,25
13,7,14,34,19
13,7,15,35,11
13,8,2,23,2
13,8,3,24,13
13,8,4,25,27
13,8,5,26,37
13,8,6,27,42
13,8,7,28,43
13,8,8,29,46
13,8,9,30,47
13,8,10,31,47
13,8,11,32,47
13,8,12,33,42
13,8,13,34,38
13,8,14,35,29
13,8,15,36,17
13,9,2,24,3
13,9,3,25,20
13,9,4,26,44
13,9,5,27,60
13,9,6,28,67
13,9,7,29,70
13,9,8,30,74
13,9,9,31,77
13,9,10,32,75
13,9,11,33,75
13,9,12,34,68
13,9,13,35,62
13,9,14,36,47
13,9,15,37,27
13,10,2,25,4
13,10,3,26,29
13,10,4,27,64
13,10,5,28,88
13,10,6,29,97
13,10,7,30,101
13,10,8,31,108
13,10,9,32,111
13,10,10,33,110
13,10,11,34,109
13,10,12,35,99
13,10,13,36,90
13,10,14,37,68
13,10,15,38,39
13,11,2,26,5
13,11,3,27,34
13,11,4,28,75
13,11,5,29,102
13,11,6,30,114
13,11,7,31,118
13,11,8,32,126
13,11,9,33,130
13,11,10,34,128
13,11,11,35,128
13,11,12,36,115
13,11,13,37,105
13,11,14,38,80
13,11,15,39,45
13,12,2,27,5
13,12,3,28,34
13,12,4,29,74
13,12,5,30,101
13,12,6,31,112
13,12,7,32,117
13,12,8,33,124
13,12,9,34,128
13,12,10,35,127
13,12,11,36,126
13,12,12,37,114
13,12,13,38,104
13,12,14,39,79
13,12,15,40,45
13,13,2,28,3
13,13,3,29,25
13,13,4,30,55
13,13,5,31,76
13,13,6,32,84
13,13,7,33,87
13,13,8,34,93
13,13,9,35,96
13,13,10,36,95
13,13,11,37,94
13,13,12,38,85
13,13,13,39,78
13,13,14,40,59
13,13,15,41,34
13,14,2,29,2
13,14,3,30,13
13,14,4,31,28
13,14,5,32,39
13,14,6,33,43
13,14,7,34,45
13,14,8,35,48
13,14,9,36,49
13,14,10,37,49
13,14,11,38,49
13,14,12,39,44
13,14,13,40,40
13,14,14,41,30
13,14,15,42,17
13,15,2,30,1
13,15,3,31,5
13,15,4,32,11
13,15,5,33,15
13,15,6,34,16
13,15,7,35,17
13,15,8,36,18
13,15,9,37,19
13,15,10,38,18
13,15,11,39,18
13,15,12,40,17
13,15,13,41,15
13,15,14,42,12
13,15,15,43,7
14,2,3,19,1
14,2,4,20,2
14,2,5,21,2
14,2,6,22,3
14,2,7,23,3
14,2,8,24,3
14,2,9,25,3
14,2,10,26,3
14,2,11,27,3
14,2,12,28,3
14,2,13,29,2
14,2,14,30,2
14,2,15,31,1
14,3,3,20,1
14,3,4,21,3
14,3,5,22,4
14,3,6,23,4
14,3,7,24,4
14,3,8,25,4
14,3,9,26,5
14,3,10,27,5
14,3,11,28,5
14,3,12,29,4
14,3,13,30,4
14,3,14,31,3
14,3,15,32,2
14,4,3,21,2
14,4,4,22,4
14,4,5,23,5
14,4,6,24,6
14,4,7,25,6
14,4,8,26,6
14,4,9,27,7
14,4,10,28,7
14,4,11,29,6
14,4,12,30,6
14,4,13,31,5
14,4,14,32,4
14,4,15,33,2
14,5,3,22,3
14,5,4,23,6
14,5,5,24,8
14,5,6,25,9
14,5,7,26,9
14,5,8,27,9
14,5,9,28,10
14,5,10,29,10
14,5,11,30,10
14,5,12,31,9
14,5,13,32,8
14,5,14,33,6
14,5,15,34,3
14,6,2,22,1
14,6,3,23,4
14,6,4,24,9
14,6,5,25,12
14,6,6,26,13
14,6,7,27,13
14,6,8,28,14
14,6,9,29,15
14,6,10,30,15
14,6,11,31,15
14,6,12,32,13
14,6,13,33,12
14,6,14,34,9
14,6,15,35,5
14,7,2,23,1
14,7,3,24,6
14,7,4,25,14
14,7,5,26,19
14,7,6,27,21
14,7,7,28,22
14,7,8,29,23
14,7,9,30,24
14,7,10,31,23
14,7,11,32,23
14,7,12,33,21
14,7,13,34,19
14,7,14,35,15
14,7,15,36,8
14,8,2,24,1
14,8,3,25,10
14,8,4,26,21
14,8,5,27,29
14,8,6,28,32
14,8,7,29,34
14,8,8,30,36
14,8,9,31,37
14,8,10,32,36
14,8,11,33,36
14,8,12,34,33
14,8,13,35,30
14,8,14,36,23
14,8,15,37,13
14,9,2,25,2
14,9,3,26,16
14,9,4,27,34
14,9,5,28,47
14,9,6,29,52
14,9,7,30,54
14,9,8,31,58
14,9,9,32,60
14,9,10,33,59
14,9,11,34,59
14,9,12,35,53
14,9,13,36,48
14,9,14,37,37
14,9,15,38,21
14,10,2,26,3
14,10,3,27,23
14,10,4,28,50
14,10,5,29,68
14,10,6,30,76
14,10,7,31,79
14,10,8,32,84
14,10,9,33,87
14,10,10,34,85
14,10,11,35,85
14,10,12,36,77
14,10,13,37,70
14,10,14,38,53
14,10,15,39,30
14,11,2,27,4
14,11,3,28,27
14,11,4,29,58
14,11,5,30,80
14,11,6,31,88
14,11,7,32,92
14,11,8,33,98
14,11,9,34,101
14,11,10,35,100
14,11,11,36,99
14,11,12,37,90
14,11,13,38,82
14,11,14,39,62
14,11,15,40,35
14,12,2,28,4
14,12,3,29,26
14,12,4,30,58
14,12,5,31,79
14,12,6,32,88
14,12,7,33,91
14,12,8,34,97
14,12,9,35,100
14,12,10,36,98
14,12,11,37,98
14,12,12,38,89
14,12,13,39,81
14,12,14,40,61
14,12,15,41,35
14,13,2,29,3
14,13,3,30,20
14,13,4,31,43
14,13,5,32,59
14,13,6,33,65
14,13,7,34,68
14,13,8,35,72
14,13,9,36,75
14,13,10,37,74
14,13,11,38,73
14,13,12,39,66
14,13,13,40,61
14,13,14,41,46
14,13,15,42,26
14,14,2,30,1
14,14,3,31,10
14,14,4,32,22
14,14,5,33,30
14,14,6,34,34
14,14,7,35,35
14,14,8,36,37
14,14,9,37,38
14,14,10,38,38
14,14,11,39,38
14,14,12,40,34
14,14,13,41,31
14,14,14,42,24
14,14,15,43,13
14,15,2,31,1
14,15,3,32,4
14,15,4,33,8
14,15,5,34,11
14,15,6,35,13
14,15,7,36,13
14,15,8,37,14
14,15,9,38,15
14,15,10,39,14
14,15,11,40,14
14,15,12,41,13
14,15,13,42,12
14,15,14,43,9
14,15,15,44,5
15,2,4,21,1
15,2,5,22,1
15,2,6,23,2
15,2,7,24,2
15,2,8,25,2
15,2,9,26,2
15,2,10,27,2
15,2,11,28,2
15,2,12,29,2
15,2,13,30,2
15,2,14,31,1
15,2,15,32,1
15,3,3,21,1
15,3,4,22,2
15,3,5,23,2
15,3,6,24,3
15,3,7,25,3
15,3,8,26,3
15,3,9,27,3
15,3,10,28,3
15,3,11,29,3
15,3,12,30,3
15,3,13,31,2
15,3,14,32,2
15,3,15,33,1
15,4,3,22,1
15,4,4,23,2
15,4,5,24,3
15,4,6,25,4
15,4,7,26,4
15,4,8,27,4
15,4,9,28,4
15,4,10,29,4
15,4,11,30,4
15,4,12,31,4
15,4,13,32,3
15,4,14,33,3
15,4,15,34,2
15,5,3,23,2
15,5,4,24,4
15,5,5,25,5
15,5,6,26,6
15,5,7,27,6
15,5,8,28,6
15,5,9,29,6
15,5,10,30,6
15,5,11,31,6
15,5,12,32,6
15,5,13,33,5
15,5,14,34,4
15,5,15,35,2
15,6,3,24,3
15,6,4,25,6
15,6,5,26,8
15,6,6,27,8
15,6,7,28,9
15,6,8,29,9
15,6,9,30,10
15,6,10,31,9
15,6,11,32,9
15,6,12,33,9
15,6,13,34,8
15,6,14,35,6
15,6,15,36,3
15,7,2,24,1
15,7,3,25,4
15,7,4,26,9
15,7,5,27,12
15,7,6,28,14
15,7,7,29,14
15,7,8,30,15
15,7,9,31,15
15,7,10,32,15
15,7,11,33,15
15,7,12,34,14
15,7,13,35,13
15,7,14,36,10
15,7,15,37,5
15,8,2,25,1
15,8,3,26,6
15,8,4,27,14
15,8,5,28,19
15,8,6,29,21
15,8,7,30,22
15,8,8,31,23
15,8,9,32,24
15,8,10,33,24
15,8,11,34,24
15,8,12,35,21
15,8,13,36,20
15,8,14,37,15
15,8,15,38,8
15,9,2,26,1
15,9,3,27,10
15,9,4,28,22
15,9,5,29,31
15,9,6,30,34
15,9,7,31,35
15,9,8,32,38
15,9,9,33,39
15,9,10,34,38
15,9,11,35,38
15,9,12,36,35
15,9,13,37,32
15,9,14,38,24
15,9,15,39,14
15,10,2,27,2
15,10,3,28,15
15,10,4,29,33
15,10,5,30,45
15,10,6,31,50
15,10,7,32,51
15,10,8,33,55
15,10,9,34,57
15,10,10,35,56
15,10,11,36,56
15,10,12,37,50
15,10,13,38,46
15,10,14,39,35
15,10,15,40,20
15,11,2,28,2
15,11,3,29,17
15,11,4,30,38
15,11,5,31,52
15,11,6,32,58
15,11,7,33,60
15,11,8,34,64
15,11,9,35,66
15,11,10,36,65
15,11,11,37,65
15,11,12,38,59
15,11,13,39,53
15,11,14,40,41
15,11,15,41,23
15,12,2,29,2
15,12,3,30,17
15,12,4,31,38
15,12,5,32,51
15,12,6,33,57
15,12,7,34,59
15,12,8,35,63
15,12,9,36,65
15,12,10,37,64
15,12,11,38,64
15,12,12,39,58
15,12,13,40,53
15,12,14,41,40
15,12,15,42,23
15,13,2,30,2
15,13,3,31,13
15,13,4,32,28
15,13,5,33,38
15,13,6,34,43
15,13,7,35,44
15,13,8,36,47
15,13,9,37,49
15,13,10,38,48
15,13,11,39,48
15,13,12,40,43
15,13,13,41,39
15,13,14,42,30
15,13,15,43,17
15,14,2,31,1
15,14,3,32,7
15,14,4,33,14
15,14,5,34,20
15,14,6,35,22
15,14,7,36,23
15,14,8,37,24
15,14,9,38,25
15,14,10,39,25
15,14,11,40,25
15,14,12,41,22
15,14,13,42,20
15,14,14,43,15
15,14,15,44,9
15,15,3,33,3
15,15,4,34,5
15,15,5,35,8
15,15,6,36,8
15,15,7,37,9
15,15,8,38,9
15,15,9,39,10
15,15,10,40,9
15,15,11,41,9
15,15,12,42,8
15,15,13,43,8
15,15,14,44,6
15,15,15,45,3
